pdf_name,run_idx,group,overall_score_100,overall_score_10,quality_score_100,coverage_score_100,avg_signal_score_0to5,total_items,signal_count,good_items,positive_items,pool_size,source_pdf,parsed_json,result_json,general_score_100,general_score_10,general_quality_score_100,general_coverage_score_100,general_signal_count,proposed_research_score_100,proposed_research_score_10,proposed_research_quality_score_100,proposed_research_coverage_score_100,proposed_research_signal_count,training_development_score_100,training_development_score_10,training_development_quality_score_100,training_development_coverage_score_100,training_development_signal_count,sites_support_score_100,sites_support_score_10,sites_support_quality_score_100,sites_support_coverage_score_100,sites_support_signal_count,wpcc_score_100,wpcc_score_10,wpcc_quality_score_100,wpcc_coverage_score_100,wpcc_signal_count,application_form_score_100,application_form_score_10,application_form_quality_score_100,application_form_coverage_score_100,application_form_signal_count
IC00006_before.pdf,1,group_a,0.0,0.0,0.0,0.0,0.0,31,112,0,0,0,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\before\IC00006_before.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00006_before.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_a_IC00006_before_run_01\IC00006_before_group_a_IC00006_before_run_01_scored.json,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,11
IC00008_before.pdf,1,group_a,0.0,0.0,0.0,0.0,0.0,31,112,0,0,0,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\before\IC00008_before.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00008_before.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_a_IC00008_before_run_01\IC00008_before_group_a_IC00008_before_run_01_scored.json,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,11
IC00011_before.pdf,1,group_a,0.0,0.0,0.0,0.0,0.0,31,112,0,0,0,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\before\IC00011_before.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00011_before.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_a_IC00011_before_run_01\IC00011_before_group_a_IC00011_before_run_01_scored.json,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,11
IC00021_before.pdf,1,group_a,11.8,1.18,11.8,31.03,0.4107,31,112,0,9,2,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\before\IC00021_before.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00021_before.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_a_IC00021_before_run_01\IC00021_before_group_a_IC00021_before_run_01_scored.json,6.7,0.67,6.7,40.0,23,4.2,0.42,4.2,25.0,32,0.0,0.0,0.0,0.0,12,6.2,0.62,6.2,25.0,16,2.2,0.22,2.2,16.67,18,51.7,5.17,51.7,100.0,11
IC00032_before.pdf,1,group_a,26.4,2.64,26.4,65.52,1.2946,31,112,3,19,2,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\before\IC00032_before.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00032_before.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_a_IC00032_before_run_01\IC00032_before_group_a_IC00032_before_run_01_scored.json,0.0,0.0,0.0,0.0,23,51.5,5.15,51.5,87.5,32,35.0,3.5,35.0,100.0,12,6.2,0.62,6.2,50.0,16,22.2,2.22,22.2,66.67,18,43.3,4.33,43.3,100.0,11
IC00006_after.pdf,1,group_b,84.5,8.45,84.5,100.0,4.3214,31,112,26,29,112,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\after\IC00006_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00006_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_b_IC00006_after_run_01\IC00006_after_group_b_IC00006_after_run_01_scored.json,92.0,9.2,92.0,100.0,23,92.1,9.21,92.1,100.0,32,80.0,8.0,80.0,100.0,12,76.2,7.62,76.2,100.0,16,86.7,8.67,86.7,100.0,18,80.0,8.0,80.0,100.0,11
IC00008_after.pdf,1,group_b,85.6,8.56,85.6,100.0,4.3125,31,112,26,29,107,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\after\IC00008_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00008_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_b_IC00008_after_run_01\IC00008_after_group_b_IC00008_after_run_01_scored.json,89.0,8.9,89.0,100.0,23,88.8,8.88,88.8,100.0,32,91.7,9.17,91.7,100.0,12,90.0,9.0,90.0,100.0,16,68.9,6.89,68.9,100.0,18,85.0,8.5,85.0,100.0,11
IC00011_after.pdf,1,group_b,79.8,7.98,79.8,100.0,3.9732,31,112,22,29,16,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\after\IC00011_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00011_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_b_IC00011_after_run_01\IC00011_after_group_b_IC00011_after_run_01_scored.json,79.0,7.9,79.0,100.0,23,86.2,8.62,86.2,100.0,32,71.7,7.17,71.7,100.0,12,76.2,7.62,76.2,100.0,16,85.5,8.55,85.5,100.0,18,80.0,8.0,80.0,100.0,11
IC00021_after.pdf,1,group_b,8.6,0.86,8.6,10.34,0.2321,31,112,1,3,2,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\after\IC00021_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00021_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_b_IC00021_after_run_01\IC00021_after_group_b_IC00021_after_run_01_scored.json,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,18,51.7,5.17,51.7,100.0,11
IC00032_after.pdf,1,group_b,47.0,4.7,47.0,79.31,2.5625,31,112,11,23,2,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\after\IC00032_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\parsed_cache\IC00032_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\experiments\results\group_b_IC00032_after_run_01\IC00032_after_group_b_IC00032_after_run_01_scored.json,14.3,1.43,14.3,80.0,23,88.8,8.88,88.8,100.0,32,0.0,0.0,0.0,0.0,12,48.8,4.88,48.8,100.0,16,50.0,5.0,50.0,66.67,18,80.0,8.0,80.0,100.0,11
